1	12 
2	12 
3	24 
4	1 
5	35 
6	18 
7	31 
8	20 
9	8 
10	36 
11	12 
12	40 
13	9 
14	40 
15	33 
16	30 
17	17 
18	9 
19	24 
20	16 
21	35 
22	8 
23	35 
24	18 
25	8 
26	39 
27	38 
28	3 
29	7 
30	24 
31	40 
32	21 
33	11 
34	34 
35	33 
36	2 
37	33 
38	9 
39	35 
40	5 
41	37 
42	9 
43	22 
44	25 
45	11 
46	32 
47	37 
48	18 
49	1 
50	19 
51	37 
52	31 
53	35 
54	8 
55	4 
56	30 
57	15 
58	35 
59	2 
60	29 
61	15 
62	24 
63	29 
64	30 
65	31 
66	26 
67	25 
68	40 
69	33 
70	23 
71	13 
72	19 
73	11 
74	25 
75	3 
76	14 
77	21 
78	15 
79	30 
80	37 
81	35 
82	11 
83	22 
84	3 
85	23 
86	8 
87	6 
88	41 
89	4 
90	4 
91	5 
92	1 
93	40 
94	40 
95	31 
96	40 
97	4 
98	16 
99	5 
100	37 
101	33 
102	14 
103	15 
104	16 
105	19 
106	28 
107	18 
108	20 
109	36 
110	24 
111	6 
112	29 
113	32 
114	17 
115	30 
116	24 
117	15 
118	17 
119	13 
120	35 
121	23 
122	9 
123	3 
124	14 
125	10 
126	1 
127	4 
128	3 
129	35 
130	29 
131	21 
132	39 
133	37 
134	11 
135	9 
136	25 
137	13 
138	2 
139	3 
140	33 
141	18 
142	17 
143	19 
144	35 
145	38 
146	2 
147	39 
148	38 
149	5 
150	12 
151	40 
152	8 
153	10 
154	30 
155	18 
156	19 
157	27 
158	27 
159	34 
160	17 
161	26 
162	27 
163	23 
164	17 
165	25 
166	24 
167	13 
168	35 
169	15 
170	16 
171	18 
172	33 
173	21 
174	33 
175	32 
176	12 
177	38 
178	1 
179	17 
180	13 
181	29 
182	3 
183	22 
184	10 
185	9 
186	10 
187	12 
188	8 
189	19 
190	4 
191	22 
192	11 
193	17 
194	3 
195	6 
196	6 
197	41 
198	21 
199	26 
200	3 
201	12 
202	32 
203	29 
204	20 
205	22 
206	10 
207	21 
208	4 
209	20 
210	21 
211	22 
212	31 
213	40 
214	14 
215	18 
216	11 
217	9 
218	29 
219	3 
220	33 
221	34 
222	22 
223	17 
224	26 
225	16 
226	25 
227	32 
228	3 
229	27 
230	15 
231	22 
232	36 
233	21 
234	39 
235	33 
236	22 
237	22 
238	18 
239	17 
240	22 
241	35 
242	26 
243	23 
244	8 
245	39 
246	19 
247	18 
248	31 
249	3 
250	27 
251	34 
252	39 
253	23 
254	39 
255	1 
256	40 
257	36 
258	8 
259	11 
260	9 
261	8 
262	18 
263	4 
264	26 
265	29 
266	7 
267	39 
268	31 
