1	2842
1	6897
1	7475
1	7981
1	8186
1	8863
1	9541
2	3581
2	4991
2	5891
2	6254
2	7129
2	7826
2	7838
3	4545
3	6703
3	8071
3	8130
3	8573
3	9043
3	9500
4	8540
4	8941
4	9243
4	9331
4	9561
4	9872
4	9930
5	2480
5	3070
5	6335
5	7176
5	7847
5	8150
5	8202
6	3580
6	6126
6	7692
6	8769
6	9314
6	9684
6	9833
7	8996
7	9033
7	9146
7	9331
7	9872
7	9930
8	160
8	6717
8	9504
8	9692
8	9791
8	9878
8	9935
9	153
9	1084
9	2657
9	3395
9	4136
9	9492
9	9600
10	6925
10	8181
10	9236
10	9403
10	9490
10	9849
10	9931
11	3467
11	3848
11	4588
11	4647
11	4709
11	5574
11	6310
12	3454
12	7095
12	7198
12	7896
12	7904
12	8184
12	9404
13	799
13	1885
13	2907
13	4223
13	5099
13	6442
13	8672
14	3358
14	5222
14	6275
14	7000
14	8409
14	8868
14	8958
15	212
15	575
15	1517
15	3305
15	3333
15	6306
15	7017
16	4499
16	7039
16	7344
16	8650
16	9006
16	9397
16	9842
17	727
17	2462
17	3386
17	6672
17	7664
17	7946
17	8425
18	37
18	662
18	1300
18	1329
18	1578
18	3930
18	8477
19	7317
19	8968
19	9301
19	9473
19	9717
19	9727
19	9860
20	1825
20	6926
20	7451
20	8251
20	9089
20	9649
20	9929
21	2457
21	3144
21	5707
21	6212
21	7256
21	7853
21	9613
22	657
22	852
22	1655
22	6180
22	7168
22	7757
22	8131
23	5240
23	7076
23	9165
23	9755
23	9772
23	9816
23	9826
24	1248
24	1363
24	1669
24	2467
24	3363
24	7361
24	8847
25	3510
25	4485
25	4634
25	5446
25	5929
25	5963
25	9988
26	2164
26	6667
26	8662
26	8771
26	9755
26	9772
26	9826
27	5127
27	5679
27	6102
27	6104
27	8235
27	8569
27	8887
28	7753
28	7810
28	8514
28	9477
28	9635
28	9692
28	9895
29	2797
29	6205
29	7713
29	8084
29	9662
29	9691
29	9840
30	1336
30	3308
30	3944
30	5543
30	7113
30	7358
30	9664
31	2893
31	5220
31	7961
31	9229
31	9387
31	9608
31	9676
32	5232
32	5933
32	6182
32	6253
32	8085
32	8830
32	8844
33	3455
33	5910
33	6688
33	6832
33	7140
33	7695
33	8482
34	2588
34	6727
34	7012
34	7856
34	8124
34	8962
34	9898
35	129
35	7526
35	8674
35	8969
35	9018
35	9785
35	9866
36	6478
36	6499
36	7043
36	8613
36	8920
36	9008
36	9009
37	18
37	662
37	1329
37	1578
37	2468
37	6825
37	9444
38	4069
38	4616
38	4669
38	5997
38	6822
38	7934
38	8566
39	2265
39	2815
39	8630
39	9092
39	9546
39	9719
39	9733
40	7842
40	7958
40	9381
40	9599
40	9751
40	9953
40	9980
41	4022
41	8769
41	9180
41	9216
41	9249
41	9329
41	9540
42	1434
42	3283
42	6177
42	6732
42	7150
42	8447
42	8726
43	4295
43	5944
43	6453
43	6937
43	7072
43	7987
43	9035
44	6200
44	6608
44	7287
44	7884
44	8048
44	9061
44	9532
45	792
45	910
45	2408
45	4060
45	4277
45	5525
45	9582
46	4697
46	6423
46	8372
46	8799
46	9142
46	9759
46	9782
47	3520
47	4379
47	4765
47	5348
47	8834
47	8964
47	9233
48	6517
48	7236
48	8952
48	9214
48	9239
48	9758
48	9761
49	2612
49	4224
49	4454
49	7289
49	8437
49	9636
49	9968
50	3603
50	6054
50	6830
50	8179
50	8346
50	8396
50	9307
51	3763
51	5261
51	5864
51	6269
51	6868
51	7046
51	7501
52	1574
52	7560
52	8090
52	8108
52	8163
52	8295
52	8930
53	1697
53	1898
53	7806
53	8022
53	8334
53	8883
53	9832
54	7641
54	8001
54	8736
54	9215
54	9536
54	9698
54	9851
55	1513
55	1617
55	1620
55	1921
55	7560
55	8375
55	8634
56	7222
56	7681
56	8954
56	9181
56	9230
56	9906
56	9968
57	1322
57	1655
57	5857
57	6180
57	6268
57	7168
57	7783
58	2419
58	2531
58	3252
58	4297
58	4338
58	4514
58	9541
59	5003
59	7320
59	7321
59	8187
59	8691
59	8972
59	9950
60	2011
60	4524
60	4824
60	5369
60	5391
60	7106
60	9201
61	7453
61	8273
61	8448
61	9278
61	9615
61	9767
61	9854
62	3514
62	3589
62	4737
62	4909
62	6483
62	6955
62	9976
63	4687
63	6515
63	8980
63	9447
63	9463
63	9738
63	9966
64	1589
64	1761
64	2041
64	4343
64	4907
64	5711
64	6919
65	339
65	1628
65	2189
65	4669
65	4688
65	5635
65	5761
66	1006
66	2283
66	2387
66	3076
66	3397
66	3879
66	8813
67	2586
67	3025
67	3696
67	6736
67	7002
67	7633
67	8033
68	7740
68	8121
68	8132
68	8418
68	9685
68	9763
68	9960
69	2892
69	4295
69	6743
69	7453
69	9210
69	9840
69	9968
70	5139
70	6699
70	6940
70	7066
70	7374
70	9446
70	9835
71	1963
71	3513
71	3905
71	4374
71	5697
71	7617
71	7854
72	984
72	2111
72	2195
72	3096
72	3301
72	4019
72	4123
73	1610
73	2149
73	2868
73	3346
73	5216
73	6078
73	8020
74	1529
74	3254
74	3590
74	4148
74	4668
74	9691
74	9868
75	5633
75	7902
75	8228
75	9134
75	9300
75	9595
75	9619
76	679
76	6373
76	7087
76	8644
76	8664
76	9240
76	9972
77	6110
77	6634
77	7530
77	7930
77	8614
77	8839
77	9170
78	4342
78	7864
78	8001
78	8961
78	9006
78	9145
78	9192
79	2810
79	3068
79	8689
79	9489
79	9688
79	9747
79	9999
80	1180
80	6577
80	7043
80	8703
80	9101
80	9205
80	9906
81	1676
81	4451
81	4761
81	4902
81	5414
81	5701
81	8732
82	8144
82	9286
82	9558
82	9714
82	9809
82	9893
82	9911
83	4658
83	5229
83	6272
83	8203
83	8216
83	8454
83	9997
84	7720
84	9125
84	9161
84	9348
84	9497
84	9623
84	9818
85	7406
85	7698
85	8693
85	9675
85	9791
85	9794
85	9878
86	1768
86	3284
86	3716
86	5763
86	7102
86	8330
86	9695
87	2345
87	5501
87	9339
87	9398
87	9590
87	9877
87	9940
88	3767
88	6536
88	7214
88	7536
88	7721
88	8538
88	9473
89	2247
89	2880
89	3704
89	3786
89	4838
89	5286
89	6223
90	4902
90	5137
90	6087
90	8390
90	8571
90	8870
90	8948
91	98
91	381
91	952
91	1411
91	2234
91	4795
91	8625
92	6112
92	7437
92	7663
92	7797
92	7949
92	9318
92	9339
93	7248
93	7825
93	7876
93	9212
93	9446
93	9574
93	9982
94	770
94	954
94	1642
94	2052
94	2068
94	2530
94	9829
95	5219
95	5940
95	7327
95	8171
95	9699
95	9886
95	9914
96	1315
96	4232
96	9342
96	9403
96	9417
96	9849
96	9891
97	5970
97	6700
97	8227
97	9428
97	9438
97	9538
97	9999
98	91
98	381
98	1411
98	1686
98	2234
98	7766
98	9407
99	449
99	5502
99	7500
99	9113
99	9356
99	9578
99	9610
100	4591
100	4858
100	9088
100	9579
100	9626
100	9945
100	9948
101	2930
101	7408
101	8063
101	8158
101	8273
101	8756
101	9103
102	4317
102	5510
102	6514
102	8248
102	8891
102	9124
102	9764
103	302
103	1530
103	3643
103	4625
103	5694
103	7125
103	7608
104	718
104	3628
104	5116
104	7493
104	9108
104	9811
104	9987
105	1697
105	7624
105	7927
105	8204
105	8371
105	8646
105	8840
106	226
106	1072
106	2794
106	3046
106	3047
106	6741
106	9025
107	5875
107	6073
107	9005
107	9439
107	9530
107	9620
107	9640
108	5653
108	6802
108	9154
108	9434
108	9448
108	9686
108	9983
109	4150
109	5275
109	5550
109	6139
109	7341
109	8868
109	8958
110	394
110	1105
110	2076
110	2283
110	3372
110	7022
110	7834
111	1534
111	2171
111	2623
111	5151
111	5705
111	6594
111	9341
112	1132
112	1798
112	3619
112	4138
112	4448
112	6474
112	9968
113	920
113	5531
113	8661
113	9107
113	9410
113	9793
113	9883
114	6228
114	7263
114	7903
114	8099
114	9326
114	9790
114	9835
115	1975
115	3021
115	5749
115	6773
115	6918
115	7540
115	8809
116	1678
116	1825
116	1888
116	1998
116	3295
116	5436
116	6693
117	287
117	2725
117	4217
117	5800
117	6020
117	6740
117	9648
118	3982
118	4506
118	5147
118	5774
118	6990
118	8196
118	8254
119	6653
119	7681
119	7938
119	8123
119	9148
119	9169
119	9472
120	7045
120	7344
120	7482
120	7624
120	9353
120	9722
120	9842
121	5886
121	8160
121	8420
121	9357
121	9393
121	9526
121	9668
122	1870
122	3826
122	8648
122	9522
122	9819
122	9910
122	9916
123	4658
123	5553
123	6685
123	7127
123	8216
123	8454
123	9843
124	1591
124	1655
124	5778
124	6605
124	9072
124	9714
124	9816
125	4861
125	7936
125	8642
125	9249
125	9480
125	9738
125	9966
126	1544
126	7296
126	8845
126	9031
126	9160
126	9360
126	9892
127	3956
127	4221
127	6557
127	7574
127	8349
127	8535
127	8881
128	2460
128	2635
128	5888
128	6206
128	6691
128	7375
128	8782
129	35
129	319
129	845
129	2401
129	2740
129	3380
129	4961
130	1626
130	1735
130	2973
130	3044
130	4813
130	4982
130	5385
131	5133
131	7379
131	7980
